U52;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
541;Foreign Minister;Marcel·lí Domingo i Sanjuán;1932;1964;1964;SD;The Cloak N Dagger Schemer;Medium;M541;X
542;Minister of Armament;Joan Peiró;1932;1964;1964;LWR;Resource Industrialist;Medium;M542;X
543;Minister of Security;Joan Garcia i Oliver;1932;1964;1964;LWR;Prince of Terror;Medium;M543;X
544;Head of Military Intelligence;Ramon Mercader;1932;1964;1964;ST;Technical Specialist;Medium;M544;X
545;Chief of Staff;Mariano Cardona Rosell;1932;1964;1964;ST;School of Mass Combat;Medium;M545;X
546;Chief of Army;Joan Ambou;1932;1964;1964;ST;Static Defence Doctrine;Medium;M546;X
547;Chief of Navy;Julian Gorkin;1932;1964;1964;ST;Base Control Doctrine;Medium;M540;X
548;Chief of Air Force;Enrique Pereira Basanta;1932;1964;1964;ST;Army Aviation Doctrine;Medium;M548;X
549;Foreign Minister;Luis de Zulueta i Escolano;1932;1964;1964;LWR;Iron Fisted Brute;Medium;M549;X
550;Minister of Armament;Antoni Rovira i Virgili;1932;1964;1964;ST;Administrative Genius;Medium;M550;X
551;Chief of Air Force;Luis Rambaud Gomá;1932;1964;1964;FA;Carpet Bombing Doctrine;Medium;M551;X
552;Minister of Security;José María Albiñana y Sanz;1932;1964;1964;FA;Prince of Terror;Medium;M552;X
553;Head of Government;Miguel Serra Sucarrats;1932;1964;1964;FA;Happy Amateur;Medium;M553;X
554;Foreign Minister;Salvio Huix Miralpeix;1932;1964;1964;PA;Apologetic Clerk;Medium;M554;X
555;Minister of Armament;Oriol Anguera de Sojo;1932;1964;1964;SD;Administrative Genius;Medium;M555;X
556;Foreign Minister;Josep Maria Batista;1932;1964;1964;SD;Great Compromiser;Medium;M556;X
557;Minister of Security;Josep Maria Espanya i Sirat;1932;1964;1964;LWR;Prince of Terror;Medium;M557;X
558;Head of Military Intelligence;Josep Bertran i Musitu;1932;1996;1996;FA;Political Specialist;Medium;M558;X
559;Head of Government;Joaquin Chapaprieta;1932;1964;1964;SC;Silent Workhorse;Medium;M559;X
560;Head of Military Intelligence;Pere Rampérez;1932;1964;1964;LWR;Logistics Specialist;Medium;M560;X
561;Minister of Armament;Josep Recasens i Mercadé;1932;1964;1964;LWR;Laissez-Faire Capitalist;Medium;M561;X
562;Minister of Security;Marià Rodríguez Vázquez;1932;1964;1964;LE;Crime Fighter;Medium;M562;X
563;Head of Government;Josep Maria Batista;1932;1964;1964;SD;Political Protege;Medium;M556;X
564;Minister of Security;Antoni Sesé Artaso;1932;1964;1964;LWR;Man of the People;Medium;M564;X
565;Minister of Security;Josep Pous i Pages;1932;1964;1964;LWR;Efficient Sociopath;Medium;M565;X
566;Foreign Minister;Joan Arans Nin;1932;1964;1964;SL;Biased Intellectual;Medium;M566;X
567;Foreign Minister;José del Barrio Navarro;1932;1964;1964;LWR;The Cloak N Dagger Schemer;Medium;M567;X
568;Chief of Staff;Francesc Isgleas Piarnau;1932;1964;1964;LWR;School of Fire Support;Medium;M568;X
569;Minister of Armament;Josep Muni i Sala;1932;1964;1964;LWR;Laissez-Faire Capitalist;Medium;M569;X
570;Minister of Security;Josep Piñas Serra;1932;1964;1964;LWR;Crime Fighter;Medium;M570;X
571;Minister of Armament;Miquel Valdes;1932;1964;1964;LWR;Administrative Genius;Medium;M571;X
572;Minister of Armament;Rafael Vidiella;1932;1964;1964;LWR;Infantry Proponent;Medium;M572;X
573;Head of State;Borís Skossyreff;1932;1964;1964;FA;Stern Imperialist;Very Low;M573;X
574;Head of Government;Joan Pich i Pon;1932;1964;1964;ML;Flamboyant Tough Guy;Medium;M574;X
575;Chief of Staff;Juan Moles Ormella;1932;1964;1964;SC;School of Defence;Medium;M575;X
576;Minister of Armament;Ramon Iglesias Navarri;1932;1964;1964;PA;Administrative Genius;Medium;M576;X
577;Minister of Security;Joan Comas Camps;1932;1964;1964;LWR;Man of the People;Medium;M577;X
578;Head of Government;Gregori López i Raimundo;1947;1964;1964;LE;Political Protege;Medium;M578;X
579;Minister of Security;Ramon Mercader;1932;1964;1964;ST;Prince of Terror;Medium;M544;X
580;Foreign Minister;Teresa Pàmies i Bertran;1932;1964;1964;ST;Ideological Crusader;Medium;M580;X
581;Chief of Staff;Ramon Mercader;1932;1964;1964;ST;School of Psychology;Medium;M544;X
582;Head of State;Isidro Gomá;1932;1964;1964;PA;Autocratic Charmer;Medium;M582;X
583;Minister of Armament;Josep Puig i Cadafalch;1932;1964;1964;SL;Resource Industrialist;Medium;M583;X
584;Minister of Security;Josep Lluis Facerias;1947;1964;1964;ST;Crime Fighter;Medium;M584;X
585;Head of State;Doménec Latorre Solé;1932;1964;1964;SD;Die-hard Reformer;Medium;M585;X
586;Foreign Minister;Pau Casals Defilló;1932;1964;1964;LWR;Biased Intellectual;Medium;M586;X
587;Head of Government;Enrique Pla i Deniel;1932;1964;1964;PA;Silent Workhorse;Medium;M587;X
588;Chief of Staff;Manuel Goded Llopis;1932;1964;1964;FA;School of Mass Combat;Medium;M588;X
589;Chief of Army;Vicente Llano De La Encomienda;1932;1964;1964;ML;Static Defence Doctrine;Medium;M589;X
590;Head of State;José Guardiola Ortiz;1932;1964;1964;LWR;Benevolent Gentleman;Medium;M590;X
591;Head of Government;Mariano Gómez;1932;1964;1964;LWR;Political Protege;Medium;M591;X
592;Foreign Minister;Max Aub;1932;1964;1964;LWR;Biased Intellectual;Medium;M592;X
593;Minister of Armament;Julio Just Gimeno;1932;1964;1964;LWR;Administrative Genius;Medium;M593;X
594;Minister of Security;Carlos Esplá Rizo;1932;1964;1964;LWR;Efficient Sociopath;Medium;M594;X
595;Head of Military Intelligence;José Prat García;1932;1964;1964;SL;Political Specialist;Medium;M595;X
596;Chief of Staff;Rodolfo Llopis;1932;1964;1964;SL;School of Psychology;Medium;M596;X
597;Chief of Army;Manuel Eixea;1932;1964;1964;SL;Armoured Spearhead Doctrine;Medium;M597;X
598;Chief of Air Force;Ángel Pastor Velasco;1932;1964;1964;SL;Air Superiority Doctrine;Medium;M598;X
599;Head of State;Angel Pascual Devesa;1932;1964;1964;SL;Weary Stiffneck;Medium;M599;X
600;Head of Government;Lorenzo Carbonell;1932;1964;1964;SL;Political Protege;Medium;M600;X
601;Foreign Minister;Rafael Menacho;1932;1964;1964;SL;General Staffer;Medium;M601;X
602;Minister of Armament;Lorenzo Carbonell;1932;1964;1964;SL;Administrative Genius;Medium;M600;X
603;Minister of Security;Rafael Altamira;1932;1964;1964;SD;Silent Lawyer;Medium;M603;X
604;Head of Military Intelligence;Juan Botella;1932;1964;1964;SD;Political Specialist;Medium;M604;X
605;Chief of Staff;Angel Pastor Velasco;1932;1964;1964;LWR;School of Defence;Medium;M598;X
606;Chief of Army;Angel Pastor Velasco;1932;1964;1964;LWR;Elastic Defence Doctrine;Medium;M598;X
607;Chief of Navy;Constante Alona;1932;1964;1964;SD;Base Control Doctrine;Medium;M607;X
608;Minister of Armament;Franklin Albricias Goetz;1932;1964;1964;SD;Theoretical Scientist;Medium;M608;X
609;Chief of Staff;Vicente Rojo Lluch;1932;1964;1964;LWR;School of Mass Combat;Medium;M609;X
610;Chief of Army;Vicente Rojo Lluch;1932;1964;1964;LWR;Guns and Butter Doctrine;Medium;M609;X
611;Head of State;Emili Darder;1932;1964;1964;LWR;Popular Figurehead;Medium;M611;X
612;Head of Government;Joan Gelabert;1932;1964;1964;LE;Corporate Suit;Medium;M612;X
613;Foreign Minister;Joan Comas Camps;1932;1964;1964;LWR;Biased Intellectual;Medium;M577;X
614;Minister of Armament;Bartomeu Albertí Caubet;1932;1964;1964;LE;Resource Industrialist;Medium;M614;X
615;Minister of Security;Climent Garau;1948;1964;1964;LWR;Man of the People;Medium;M615;X
616;Chief of Staff;Gabriel Riera Alemany;1932;1964;1964;LWR;School of Defence;Medium;M616;X
617;Chief of Army;Angel Palerm Vich;1932;1964;1964;LWR;Elastic Defence Doctrine;Medium;M617;X
618;Head of State;Francesc Sureda i Blanes;1932;1964;1964;FA;Barking Buffoon;Medium;M618;X
619;Head of Government;Mateo Torres Bestard;1932;1964;1964;FA;Ambitious Union Boss;Medium;M619;X
620;Foreign Minister;Jeroni Alomar;1932;1964;1964;PA;General Staffer;Medium;M620;X
621;Minister of Armament;Pere Oliver;1932;1964;1964;LWR;Administrative Genius;Medium;M621;X
622;Minister of Security;Trinidad Benjumea;1932;1964;1964;FA;Crooked Kleptocrat;Medium;M622;X
623;Head of Military Intelligence;Victor Ensenat Martinez;1932;1964;1964;FA;Political Specialist;Medium;M623;X
624;Chief of Army;Luis Garcia Ruíz;1932;1964;1964;FA;Elastic Defence Doctrine;Medium;M624;X
625;Foreign Minister;Jaume Aiguadé i  Miró;1932;1964;1964;LWR;General Staffer;Medium;M625;X
626;Chief of Air Force;Arconovaldo Bonaccorsi;1932;1964;1964;FA;Army Aviation Doctrine;Medium;M626;X
627;Head of Government;Antoni Mateu;1932;1964;1964;LWR;Flamboyant Tough Guy;Medium;M627;X
628;Foreign Minister;Antoni Amer;1932;1964;1964;LE;General Staffer;Medium;M628;X
629;Foreign Minister;Llorenç Vilallonga;1932;1964;1964;FA;Biased Intellectual;Medium;M629;X
630;Head of Military Intelligence;Juan Pujol i Garcia;1961;1964;1964;ML;Dismal Enigma;Medium;M630;X
631;Minister of Armament;Fidel Dávila;1932;1964;1964;FA;Infantry Proponent;Medium;M631;X
632;Chief of Staff;Fidel Dávila;1932;1964;1964;FA;School of Psychology;Medium;M631;X
633;Chief of Army;Fidel Dávila;1932;1964;1964;FA;Static Defence Doctrine;Medium;M631;X
634;Minister of Armament;Enrique Fontana i Codina;1932;1964;1964;FA;Administrative Genius;Medium;M634;X
635;Minister of Armament;Antoni Goicoechea i Coscullela;1932;1964;1964;PA;Laissez-Faire Capitalist;Medium;M635;X
636;Foreign Minister;Josep Conangla i Fontanilles;1932;1964;1964;LWR;Biased Intellectual;Medium;M636;X
637;Foreign Minister;Josep Carner;1932;1964;1964;SL;Biased Intellectual;Medium;M637;X
638;Minister of Armament;Daniel Cardona i Civit;1932;1964;1964;LWR;Infantry Proponent;Medium;M638;X
639;Minister of Security;Daniel Cardona i Civit;1932;1964;1964;LWR;Back Stabber;Medium;M638;X
640;Minister of Armament;Miquel Arcàngel Baltà i Botta;1932;1964;1964;SL;Theoretical Scientist;Medium;M640;X
641;Foreign Minister;Francesc Pujols;1932;1964;1964;SL;Biased Intellectual;Medium;M641;X
642;Foreign Minister;Josep Soler Vidal;1932;1964;1964;LWR;Biased Intellectual;Medium;M642;X
643;Foreign Minister;Agustí Chalaux i de Subirà;1945;1964;1964;ML;Ideological Crusader;Medium;M643;X
644;Minister of Security;Josep Maria de Porcioles i Colomer;1948;1964;1964;PA;Efficient Sociopath;Medium;M644;X
645;Head of Government;Jordi Pujol i Soley;1961;1964;1964;ML;Silent Workhorse;Medium;M645;X
646;Foreign Minister;Juan Antonio Samaranch;1950;1964;1964;PA;Great Compromiser;Medium;M646;X
647;Minister of Armament;Antoni Tellez i Solà;1948;1964;1964;LE;Infantry Proponent;Medium;M647;X
